label,count,mean,std,min,25%,50%,75%,max
case,208744.0,-0.2539246417386526,0.6771604235549838,-4.1346261902939965,-0.6845453671871665,-0.21015877658381404,0.2206294694626716,2.1837408061131662
control,288861.0,1.2412067752495934,0.738306848028143,-1.3268277296904527,0.7129241796104276,1.191250668610711,1.7168628868800342,5.107818669167714
